2.77e+08	3.38e-15	-nan
2.77e+08	3.425e-15	-nan
2.77e+08	3.47e-15	-nan
2.77e+08	3.515e-15	-nan
2.77e+08	3.56e-15	-nan
2.77e+08	3.605e-15	-nan
2.77e+08	3.65e-15	-nan
2.77e+08	3.695e-15	-nan
2.77e+08	3.74e-15	-nan
2.77e+08	3.785e-15	-nan
2.77e+08	3.83e-15	-nan
2.77e+08	3.875e-15	-nan
2.77e+08	3.92e-15	-nan
2.77e+08	3.965e-15	-nan
2.77e+08	4.01e-15	-nan
2.77e+08	4.055e-15	-nan
2.77e+08	4.1e-15	-nan
2.77e+08	4.145e-15	-nan
2.77e+08	4.19e-15	-nan
2.77e+08	4.235e-15	-nan
2.77e+08	4.28e-15	-nan
2.77e+08	4.325e-15	-nan
2.77e+08	4.37e-15	-nan
2.77e+08	4.415e-15	-nan
2.77e+08	4.46e-15	-nan
2.77e+08	4.505e-15	-nan
2.77e+08	4.55e-15	-nan
2.77e+08	4.595e-15	-nan
2.77e+08	4.64e-15	-nan
2.77e+08	4.685e-15	-nan
2.77e+08	4.73e-15	-nan
2.77e+08	4.775e-15	-nan
2.77e+08	4.82e-15	-nan
2.77e+08	4.865e-15	-nan
2.77e+08	4.91e-15	-nan
2.77e+08	4.955e-15	-nan
2.77e+08	5e-15	-nan

3.36e+08	5e-16	-nan
3.36e+08	5.45e-16	-nan
3.36e+08	5.9e-16	-nan
3.36e+08	6.35e-16	-nan
3.36e+08	6.8e-16	-nan
3.36e+08	7.25e-16	-nan
3.36e+08	7.7e-16	-nan
3.36e+08	8.15e-16	-nan
3.36e+08	8.6e-16	-nan
3.36e+08	9.05e-16	-nan
3.36e+08	9.5e-16	-nan
3.36e+08	9.95e-16	-nan
3.36e+08	1.04e-15	-nan
3.36e+08	1.085e-15	-nan
3.36e+08	1.13e-15	-nan
3.36e+08	1.175e-15	-nan
3.36e+08	1.22e-15	-nan
3.36e+08	1.265e-15	-nan
3.36e+08	1.31e-15	-nan
3.36e+08	1.355e-15	-nan
3.36e+08	1.4e-15	-nan
3.36e+08	1.445e-15	-nan
3.36e+08	1.49e-15	-nan
3.36e+08	1.535e-15	-nan
3.36e+08	1.58e-15	-nan
3.36e+08	1.625e-15	-nan
3.36e+08	1.67e-15	-nan
3.36e+08	1.715e-15	-nan
3.36e+08	1.76e-15	-nan
3.36e+08	1.805e-15	-nan
3.36e+08	1.85e-15	-nan
3.36e+08	1.895e-15	-nan
3.36e+08	1.94e-15	-nan
3.36e+08	1.985e-15	-nan
3.36e+08	2.03e-15	-nan
3.36e+08	2.075e-15	-nan
3.36e+08	2.12e-15	-nan
3.36e+08	2.165e-15	-nan
3.36e+08	2.21e-15	-nan
3.36e+08	2.255e-15	-nan
3.36e+08	2.3e-15	-nan
3.36e+08	2.345e-15	-nan
3.36e+08	2.39e-15	-nan
3.36e+08	2.435e-15	-nan
3.36e+08	2.48e-15	-nan
3.36e+08	2.525e-15	-nan
3.36e+08	2.57e-15	-nan
3.36e+08	2.615e-15	-nan
3.36e+08	2.66e-15	-nan
3.36e+08	2.705e-15	-nan
3.36e+08	2.75e-15	-nan
3.36e+08	2.795e-15	-nan
3.36e+08	2.84e-15	-nan
3.36e+08	2.885e-15	-nan
3.36e+08	2.93e-15	-nan
3.36e+08	2.975e-15	-nan
3.36e+08	3.02e-15	-nan
3.36e+08	3.065e-15	-nan
3.36e+08	3.11e-15	-nan
3.36e+08	3.155e-15	-nan
3.36e+08	3.2e-15	-nan
3.36e+08	3.245e-15	-nan
3.36e+08	3.29e-15	-nan
3.36e+08	3.335e-15	-nan
3.36e+08	3.38e-15	-nan
3.36e+08	3.425e-15	-nan
3.36e+08	3.47e-15	-nan
3.36e+08	3.515e-15	-nan
3.36e+08	3.56e-15	-nan
3.36e+08	3.605e-15	-nan
3.36e+08	3.65e-15	-nan
3.36e+08	3.695e-15	-nan
3.36e+08	3.74e-15	-nan
3.36e+08	3.785e-15	-nan
3.36e+08	3.83e-15	-nan
3.36e+08	3.875e-15	-nan
3.36e+08	3.92e-15	-nan
3.36e+08	3.965e-15	-nan
3.36e+08	4.01e-15	-nan
3.36e+08	4.055e-15	-nan
3.36e+08	4.1e-15	-nan
3.36e+08	4.145e-15	-nan
3.36e+08	4.19e-15	-nan
3.36e+08	4.235e-15	-nan
3.36e+08	4.28e-15	-nan
3.36e+08	4.325e-15	-nan
3.36e+08	4.37e-15	-nan
3.36e+08	4.415e-15	-nan
3.36e+08	4.46e-15	-nan
3.36e+08	4.505e-15	-nan
3.36e+08	4.55e-15	-nan
3.36e+08	4.595e-15	-nan
3.36e+08	4.64e-15	-nan
3.36e+08	4.685e-15	-nan
3.36e+08	4.73e-15	-nan
3.36e+08	4.775e-15	-nan
3.36e+08	4.82e-15	-nan
3.36e+08	4.865e-15	-nan
3.36e+08	4.91e-15	-nan
3.36e+08	4.955e-15	-nan
3.36e+08	5e-15	-nan

3.95e+08	5e-16	-nan
3.95e+08	5.45e-16	-nan
3.95e+08	5.9e-16	-nan
3.95e+08	6.35e-16	-nan
3.95e+08	6.8e-16	-nan
3.95e+08	7.25e-16	-nan
3.95e+08	7.7e-16	-nan
3.95e+08	8.15e-16	-nan
3.95e+08	8.6e-16	-nan
3.95e+08	9.05e-16	-nan
3.95e+08	9.5e-16	-nan
3.95e+08	9.95e-16	-nan
3.95e+08	1.04e-15	-nan
3.95e+08	1.085e-15	-nan
3.95e+08	1.13e-15	-nan
3.95e+08	1.175e-15	-nan
3.95e+08	1.22e-15	-nan
3.95e+08	1.265e-15	-nan
3.95e+08	1.31e-15	-nan
3.95e+08	1.355e-15	-nan
3.95e+08	1.4e-15	-nan
3.95e+08	1.445e-15	-nan
3.95e+08	1.49e-15	-nan
3.95e+08	1.535e-15	-nan
3.95e+08	1.58e-15	-nan
3.95e+08	1.625e-15	-nan
3.95e+08	1.67e-15	-nan
3.95e+08	1.715e-15	-nan
3.95e+08	1.76e-15	-nan
3.95e+08	1.805e-15	-nan
3.95e+08	1.85e-15	-nan
3.95e+08	1.895e-15	-nan
3.95e+08	1.94e-15	-nan
3.95e+08	1.985e-15	-nan
3.95e+08	2.03e-15	-nan
3.95e+08	2.075e-15	-nan
3.95e+08	2.12e-15	-nan
3.95e+08	2.165e-15	-nan
3.95e+08	2.21e-15	-nan
3.95e+08	2.255e-15	-nan
3.95e+08	2.3e-15	-nan
3.95e+08	2.345e-15	-nan
3.95e+08	2.39e-15	-nan
3.95e+08	2.435e-15	-nan
3.95e+08	2.48e-15	-nan
3.95e+08	2.525e-15	-nan
3.95e+08	2.57e-15	-nan
3.95e+08	2.615e-15	-nan
3.95e+08	2.66e-15	-nan
3.95e+08	2.705e-15	-nan
3.95e+08	2.75e-15	-nan
3.95e+08	2.795e-15	-nan
3.95e+08	2.84e-15	-nan
3.95e+08	2.885e-15	-nan
3.95e+08	2.93e-15	-nan
3.95e+08	2.975e-15	-nan
3.95e+08	3.02e-15	-nan
3.95e+08	3.065e-15	-nan
3.95e+08	3.11e-15	-nan
3.95e+08	3.155e-15	-nan
3.95e+08	3.2e-15	-nan
3.95e+08	3.245e-15	-nan
3.95e+08	3.29e-15	-nan
3.95e+08	3.335e-15	-nan
3.95e+08	3.38e-15	-nan
3.95e+08	3.425e-15	-nan
3.95e+08	3.47e-15	-nan
3.95e+08	3.515e-15	-nan
3.95e+08	3.56e-15	-nan
3.95e+08	3.605e-15	-nan
3.95e+08	3.65e-15	-nan
3.95e+08	3.695e-15	-nan
3.95e+08	3.74e-15	-nan
3.95e+08	3.785e-15	-nan
3.95e+08	3.83e-15	-nan
3.95e+08	3.875e-15	-nan
3.95e+08	3.92e-15	-nan
3.95e+08	3.965e-15	-nan
3.95e+08	4.01e-15	-nan
3.95e+08	4.055e-15	-nan
3.95e+08	4.1e-15	-nan
3.95e+08	4.145e-15	-nan
3.95e+08	4.19e-15	-nan
3.95e+08	4.235e-15	-nan
3.95e+08	4.28e-15	-nan
3.95e+08	4.325e-15	-nan
3.95e+08	4.37e-15	-nan
3.95e+08	4.415e-15	-nan
3.95e+08	4.46e-15	-nan
3.95e+08	4.505e-15	-nan
3.95e+08	4.55e-15	-nan
3.95e+08	4.595e-15	-nan
3.95e+08	4.64e-15	-nan
3.95e+08	4.685e-15	-nan
3.95e+08	4.73e-15	-nan
3.95e+08	4.775e-15	-nan
3.95e+08	4.82e-15	-nan
3.95e+08	4.865e-15	-nan
3.95e+08	4.91e-15	-nan
3.95e+08	4.955e-15	-nan
3.95e+08	5e-15	-nan

4.54e+08	5e-16	-nan
4.54e+08	5.45e-16	-nan
4.54e+08	5.9e-16	-nan
4.54e+08	6.35e-16	-nan
4.54e+08	6.8e-16	-nan
4.54e+08	7.25e-16	-nan
4.54e+08	7.7e-16	-nan
4.54e+08	8.15e-16	-nan
4.54e+08	8.6e-16	-nan
4.54e+08	9.05e-16	-nan
4.54e+08	9.5e-16	-nan
4.54e+08	9.95e-16	-nan
4.54e+08	1.04e-15	-nan
4.54e+08	1.085e-15	-nan
4.54e+08	1.13e-15	-nan
4.54e+08	1.175e-15	-nan
4.54e+08	1.22e-15	-nan
4.54e+08	1.265e-15	-nan
4.54e+08	1.31e-15	-nan
4.54e+08	1.355e-15	-nan
4.54e+08	1.4e-15	-nan
4.54e+08	1.445e-15	-nan
4.54e+08	1.49e-15	-nan
4.54e+08	1.535e-15	-nan
4.54e+08	1.58e-15	-nan
4.54e+08	1.625e-15	-nan
4.54e+08	1.67e-15	-nan
4.54e+08	1.715e-15	-nan
4.54e+08	1.76e-15	-nan
4.54e+08	1.805e-15	-nan
4.54e+08	1.85e-15	-nan
4.54e+08	1.895e-15	-nan
4.54e+08	1.94e-15	-nan
4.54e+08	1.985e-15	-nan
4.54e+08	2.03e-15	-nan
4.54e+08	2.075e-15	-nan
4.54e+08	2.12e-15	-nan
4.54e+08	2.165e-15	-nan
4.54e+08	2.21e-15	-nan
4.54e+08	2.255e-15	-nan
4.54e+08	2.3e-15	-nan
4.54e+08	2.345e-15	-nan
4.54e+08	2.39e-15	-nan
4.54e+08	2.435e-15	-nan
4.54e+08	2.48e-15	-nan
4.54e+08	2.525e-15	-nan
4.54e+08	2.57e-15	-nan
4.54e+08	2.615e-15	-nan
4.54e+08	2.66e-15	-nan
4.54e+08	2.705e-15	-nan
4.54e+08	2.75e-15	-nan
4.54e+08	2.795e-15	-nan
4.54e+08	2.84e-15	-nan
4.54e+08	2.885e-15	-nan
4.54e+08	2.93e-15	-nan
4.54e+08	2.975e-15	-nan
4.54e+08	3.02e-15	-nan
4.54e+08	3.065e-15	-nan
4.54e+08	3.11e-15	-nan
4.54e+08	3.155e-15	-nan
4.54e+08	3.2e-15	-nan
4.54e+08	3.245e-15	-nan
4.54e+08	3.29e-15	-nan
4.54e+08	3.335e-15	-nan
4.54e+08	3.38e-15	-nan
4.54e+08	3.425e-15	-nan
4.54e+08	3.47e-15	-nan
4.54e+08	3.515e-15	-nan
4.54e+08	3.56e-15	-nan
4.54e+08	3.605e-15	-nan
4.54e+08	3.65e-15	-nan
4.54e+08	3.695e-15	-nan
4.54e+08	3.74e-15	-nan
4.54e+08	3.785e-15	-nan
4.54e+08	3.83e-15	-nan
4.54e+08	3.875e-15	-nan
4.54e+08	3.92e-15	-nan
4.54e+08	3.965e-15	-nan
4.54e+08	4.01e-15	-nan
4.54e+08	4.055e-15	-nan
4.54e+08	4.1e-15	-nan
4.54e+08	4.145e-15	-nan
4.54e+08	4.19e-15	-nan
4.54e+08	4.235e-15	-nan
4.54e+08	4.28e-15	-nan
4.54e+08	4.325e-15	-nan
4.54e+08	4.37e-15	-nan
4.54e+08	4.415e-15	-nan
4.54e+08	4.46e-15	-nan
4.54e+08	4.505e-15	-nan
4.54e+08	4.55e-15	-nan
4.54e+08	4.595e-15	-nan
4.54e+08	4.64e-15	-nan
4.54e+08	4.685e-15	-nan
4.54e+08	4.73e-15	-nan
4.54e+08	4.775e-15	-nan
4.54e+08	4.82e-15	-nan
4.54e+08	4.865e-15	-nan
4.54e+08	4.91e-15	-nan
4.54e+08	4.955e-15	-nan
4.54e+08	5e-15	-nan

5.13e+08	5e-16	-nan
5.13e+08	5.45e-16	-nan
5.13e+08	5.9e-16	-nan
5.13e+08	6.35e-16	-nan
5.13e+08	6.8e-16	-nan
5.13e+08	7.25e-16	-nan
5.13e+08	7.7e-16	-nan
5.13e+08	8.15e-16	-nan
5.13e+08	8.6e-16	-nan
5.13e+08	9.05e-16	-nan
5.13e+08	9.5e-16	-nan
5.13e+08	9.95e-16	-nan
5.13e+08	1.04e-15	-nan
5.13e+08	1.085e-15	-nan
5.13e+08	1.13e-15	-nan
5.13e+08	1.175e-15	-nan
5.13e+08	1.22e-15	-nan
5.13e+08	1.265e-15	-nan
5.13e+08	1.31e-15	-nan
5.13e+08	1.355e-15	-nan
5.13e+08	1.4e-15	-nan
5.13e+08	1.445e-15	-nan
5.13e+08	1.49e-15	-nan
5.13e+08	1.535e-15	-nan
5.13e+08	1.58e-15	-nan
5.13e+08	1.625e-15	-nan
5.13e+08	1.67e-15	-nan
5.13e+08	1.715e-15	-nan
5.13e+08	1.76e-15	-nan
5.13e+08	1.805e-15	-nan
5.13e+08	1.85e-15	-nan
5.13e+08	1.895e-15	-nan
5.13e+08	1.94e-15	-nan
5.13e+08	1.985e-15	-nan
5.13e+08	2.03e-15	-nan
5.13e+08	2.075e-15	-nan
5.13e+08	2.12e-15	-nan
5.13e+08	2.165e-15	-nan
5.13e+08	2.21e-15	-nan
5.13e+08	2.255e-15	-nan
5.13e+08	2.3e-15	-nan
5.13e+08	2.345e-15	-nan
5.13e+08	2.39e-15	-nan
5.13e+08	2.435e-15	-nan
5.13e+08	2.48e-15	-nan
5.13e+08	2.525e-15	-nan
5.13e+08	2.57e-15	-nan
5.13e+08	2.615e-15	-nan
5.13e+08	2.66e-15	-nan
5.13e+08	2.705e-15	-nan
5.13e+08	2.75e-15	-nan
5.13e+08	2.795e-15	-nan
5.13e+08	2.84e-15	-nan
5.13e+08	2.885e-15	-nan
5.13e+08	2.93e-15	-nan
5.13e+08	2.975e-15	-nan
5.13e+08	3.02e-15	-nan
5.13e+08	3.065e-15	-nan
5.13e+08	3.11e-15	-nan
5.13e+08	3.155e-15	-nan
5.13e+08	3.2e-15	-nan
5.13e+08	3.245e-15	-nan
5.13e+08	3.29e-15	-nan
5.13e+08	3.335e-15	-nan
5.13e+08	3.38e-15	-nan
5.13e+08	3.425e-15	-nan
5.13e+08	3.47e-15	-nan
5.13e+08	3.515e-15	-nan
5.13e+08	3.56e-15	-nan
5.13e+08	3.605e-15	-nan
5.13e+08	3.65e-15	-nan
5.13e+08	3.695e-15	-nan
5.13e+08	3.74e-15	-nan
5.13e+08	3.785e-15	-nan
5.13e+08	3.83e-15	-nan
5.13e+08	3.875e-15	-nan
5.13e+08	3.92e-15	-nan
5.13e+08	3.965e-15	-nan
5.13e+08	4.01e-15	-nan
5.13e+08	4.055e-15	-nan
5.13e+08	4.1e-15	-nan
5.13e+08	4.145e-15	-nan
5.13e+08	4.19e-15	-nan
